"ID"	"date"	"taxa"	"AQEM_taxon_ID"	"group"	"family"	"genus"	"abundance_m2"	"generation_time"	"sensitive"	"exposed"	"refuge_taxon"	"SPEciesAtRisk"
"S33"	"2018-06-04"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	9.6	1	-0.41	1	1	0
"S33"	"2018-06-04"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	595.2	0.58	0.16	0	1	0
"S33"	"2018-06-04"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	4	1	-0.6	1	1	0
"S33"	"2018-06-04"	"Potamopyrgus antipodarum"	8251	"Gastropoda"	"Hydrobiidae"	"Potamopyrgus"	37.6	0.75	-1.82	1	1	0
"S33"	"2018-06-04"	"Limnephilus hirsutus"	5833	"Trichoptera"	"Limnephilidae"	"Limnephilus"	1.6	1	-0.06	1	1	1
"S33"	"2018-06-04"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	1.6	1	-0.06	1	1	1
"S33"	"2018-06-04"	"Micropterna nycterobia"	6022	"Trichoptera"	"Limnephilidae"	"Micropterna"	13.6	1	-0.06	1	1	1
"S33"	"2018-06-04"	"Halesus sp."	5378	"Trichoptera"	"Limnephilidae"	"Halesus"	1.6	1	-0.06	1	1	1
"S33"	"2018-06-04"	"Limnephilus flavicornis"	5827	"Trichoptera"	"Limnephilidae"	"Limnephilus"	0.8	1	-0.06	1	1	1
"S33"	"2018-06-04"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	8	1	-0.35	0	1	0
"S33"	"2018-06-04"	"Radix sp."	6673	"Gastropoda"	"Lymnaeidae"	"Radix"	0.8	1	-0.64	1	1	0
"S33"	"2018-06-04"	"Planorbis sp."	9154	"Gastropoda"	"Planorbidae"	"Planorbis"	3.2	1	-1.94	1	1	0
"S33"	"2018-06-04"	"Gyraulus sp."	5359	"Gastropoda"	"Planorbidae"	"Gyraulus"	3.2	1	-1.94	1	1	0
"S33"	"2018-06-04"	"Polycentropus sp."	6472	"Trichoptera"	"Polycentropodidae"	"Polycentropus"	4.8	1	-0.06	1	1	1
"S33"	"2018-06-04"	"Psychodidae Gen. sp."	8753	"Diptera"	"Psychodidae"	"Psychodidae"	0.8	0.25	-0.35	0	1	0
"S33"	"2018-06-04"	"Psychomyia pusilla"	6661	"Trichoptera"	"Psychomyiidae"	"Psychomyia"	3.2	0.5	-0.06	1	1	1
"S33"	"2018-06-04"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	21.6	1	-2.09	1	1	0
"S33"	"2018-06-04"	"Tabanidae Gen. sp."	8485	"Diptera"	"Tabanidae"	"Tabanidae"	2.4	0.75	-0.35	0	0	0
"S33"	"2018-06-04"	"Naididae/Tubificidae Gen. sp."	20200	"Oligochaeta"	"Tubificidae"	"Naididae/Tubificidae"	8.8	0.5	-0.93	1	1	0
"S33"	"2018-06-04"	"Dendrocoelum lacteum"	4911	"Turbellaria"	"Dendrocoelidae"	"Dendrocoelum"	2.4	1	-0.43	1	1	0
"S34"	"2018-06-06"	"Aeshna cyanea"	4222	"Odonata"	"Aeshnidae"	"Aeshna"	0.8	2	-0.96	1	1	0
"S34"	"2018-06-06"	"Anabolia nervosa"	4300	"Trichoptera"	"Limnephilidae"	"Anabolia"	2.4	1	-0.06	0	0	0
"S34"	"2018-06-06"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	151.2	0.5	-0.25	1	1	1
"S34"	"2018-06-06"	"Chironomidae Gen. sp."	4642	"Diptera"	"Chironomidae"	"Chironomidae"	1.6	0.42	-0.39	0	1	0
"S34"	"2018-06-06"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	2.4	0.42	-0.39	0	1	0
"S34"	"2018-06-06"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	6.4	1	-0.41	1	1	0
"S34"	"2018-06-06"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	32	0.58	0.16	0	1	0
"S34"	"2018-06-06"	"Gammarus roeselii"	5292	"Crustacea"	"Gammaridae"	"Gammarus"	188.8	0.58	0.16	0	1	0
"S34"	"2018-06-06"	"Hydroptila sp."	5616	"Trichoptera"	"Hydroptilidae"	"Hydroptila"	0.8	0.5	-0.06	1	1	1
"S34"	"2018-06-06"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	2.4	1	-0.06	1	1	1
"S34"	"2018-06-06"	"Stagnicola sp."	9197	"Gastropoda"	"Lymnaeidae"	"Stagnicola"	0.8	1	-0.64	1	1	0
"S34"	"2018-06-06"	"Nepa cinerea"	6118	"Heteroptera"	"Nepidae"	"Nepa"	0.8	1	-0.56	1	1	0
"S34"	"2018-06-06"	"Notonecta sp."	6139	"Heteroptera"	"Notonectidae"	"Notonecta"	0.8	1	-0.82	1	1	0
"S34"	"2018-06-06"	"Anisus vortex"	4318	"Gastropoda"	"Planorbidae"	"Anisus"	3.2	1	-1.94	1	1	0
"S34"	"2018-06-06"	"Planorbarius corneus"	6431	"Gastropoda"	"Planorbidae"	"Planorbarius"	18.4	1	-1.94	1	1	0
"S34"	"2018-06-06"	"Gyraulus albus"	5354	"Gastropoda"	"Planorbidae"	"Gyraulus"	2.4	1	-1.94	1	1	0
"S34"	"2018-06-06"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	4.8	1	-2.09	1	1	0
"S34"	"2018-06-06"	"Tubificidae Gen. sp."	7117	"Oligochaeta"	"Tubificidae"	"Tubificidae"	22.4	0.5	-0.93	1	1	0
"S34"	"2018-06-06"	"Viviparus viviparus"	7158	"Gastropoda"	"Viviparidae"	"Viviparus"	6.4	1	-1.5	1	1	0
"S35"	"2018-06-06"	"Atherix ibis"	4363	"Diptera"	"Athericidae"	"Atherix"	4	0.62	-0.35	1	1	1
"S35"	"2019-06-05"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	317.6	0.5	-0.25	1	1	1
"S35"	"2018-06-06"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	24.8	0.5	-0.25	1	1	1
"S35"	"2018-06-06"	"Baetis tracheatus"	4423	"Ephemeroptera"	"Baetidae"	"Baetis"	20.8	0.5	-0.25	1	1	1
"S35"	"2019-06-05"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	9.6	0.5	0.02	0	1	0
"S35"	"2018-06-06"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	112.8	0.5	0.02	0	1	0
"S35"	"2018-06-06"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	34.4	0.5	0.02	0	1	0
"S35"	"2018-06-06"	"Bithynia tentaculata"	4462	"Gastropoda"	"Bithyniidae"	"Bithynia"	5.6	1	-1.82	1	1	0
"S35"	"2018-06-06"	"Ceratopogoninae/Palpomyiinae Gen. sp."	14768	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae/Palpomyiinae"	1.6	0.33	-0.35	1	1	0
"S35"	"2019-06-05"	"Ceratopogoninae/Palpomyiinae Gen. sp."	14768	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae/Palpomyiinae"	8.8	0.33	-0.35	1	1	0
"S35"	"2018-06-06"	"Chironominae Gen. sp."	4643	"Diptera"	"Chironomidae"	"Chironominae"	12.8	0.42	-0.39	0	1	0
"S35"	"2019-06-05"	"Chironomidae Gen. sp."	4642	"Diptera"	"Chironomidae"	"Chironomidae"	13.6	0.42	-0.39	0	1	0
"S35"	"2019-06-05"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	4	0.42	-0.39	0	1	0
"S35"	"2019-06-05"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	0.8	0.42	-0.39	0	1	0
"S35"	"2018-06-06"	"Copepoda Gen. sp."	9811	"Crustacea"	"Copepoda"	"Copepoda"	0.8					
"S35"	"2018-06-06"	"Ostracoda Gen. sp."	8740	"Crustacea"	"Ostracoda"	"Ostracoda"	17.6					
"S35"	"2019-06-05"	"Dixa sp."	4989	"Diptera"	"Dixidae"	"Dixa"	0.8	0.5	-0.35	1	1	1
"S35"	"2019-06-05"	"Colymbetinae Gen. sp."	17652	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	0.8	1	-0.81	0	1	0
"S35"	"2019-06-05"	"Nebrioporus depressus/elegans"	18467	"Coleoptera"	"Dytiscidae"	"Nebrioporus"	0.8	1	-0.81	0	1	0
"S35"	"2018-06-06"	"Laccophilus sp."	18359	"Coleoptera"	"Dytiscidae"	"Laccophilus"	0.8	1	-0.81	0	1	0
"S35"	"2019-06-05"	"Elmis aenea"	17768	"Coleoptera"	"Elmidae"	"Elmis"	5.6	2	-1.15	1	1	0
"S35"	"2018-06-06"	"Esolus sp."	17822	"Coleoptera"	"Elmidae"	"Esolus"	1.6	2	-1.15	1	1	0
"S35"	"2018-06-06"	"Elmis sp."	17779	"Coleoptera"	"Elmidae"	"Elmis"	1.6	2	-1.15	1	1	0
"S35"	"2019-06-05"	"Erpobdella vilnensis"	5157	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	1.6	1	-0.41	1	1	0
"S35"	"2019-06-05"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	0.8	1	-0.41	1	1	0
"S35"	"2018-06-06"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	2.4	1	-0.41	1	1	0
"S35"	"2019-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	39.2	0.58	0.16	0	1	0
"S35"	"2018-06-06"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	140.8	0.58	0.16	0	1	0
"S35"	"2019-06-05"	"Gammarus fossarum"	5288	"Crustacea"	"Gammaridae"	"Gammarus"	14.4	0.58	0.16	0	1	0
"S35"	"2019-06-05"	"Glossiphonia nebulosa"	7725	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	0.8	1	-0.6	1	1	0
"S35"	"2019-06-05"	"Laccobius sp."	18346	"Coleoptera"	"Hydrophilidae"	"Laccobius"	0.8	1	-0.89	1	1	0
"S35"	"2019-06-05"	"Hydropsyche angustipennis ssp."	21230	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	6.4	1	-1.03	1	1	0
"S35"	"2018-06-06"	"Hydropsyche guttata"	5597	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	1.6	1	-1.03	1	1	0
"S35"	"2018-06-06"	"Hydroptila sp."	5616	"Trichoptera"	"Hydroptilidae"	"Hydroptila"	4	0.5	-0.06	1	1	1
"S35"	"2019-06-05"	"Hydroptila sp."	5616	"Trichoptera"	"Hydroptilidae"	"Hydroptila"	2.4	0.5	-0.06	1	1	1
"S35"	"2019-06-05"	"Pilaria sp."	6403	"Diptera"	"Limoniidae"	"Pilaria"	0.8	1	-0.35	0	1	0
"S35"	"2019-06-05"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	1.6	1	-0.64	1	1	0
"S35"	"2019-06-05"	"Psychomyia fragilis"	5969	"Trichoptera"	"Psychomyiidae"	"Psychomyia"	0.8	0.5	-0.06	1	1	1
"S35"	"2018-06-06"	"Rhagionidae Gen. sp."	9321	"Diptera"	"Rhagionidae"	"Rhagionidae"	0.8	0.5	-0.35	0	1	0
"S35"	"2018-06-06"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	1.6	1	-1.15	1	1	0
"S35"	"2018-06-06"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	80	0.38	-0.46	1	1	0
"S35"	"2019-06-05"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	8	0.38	-0.46	1	1	0
"S35"	"2018-06-06"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	6.4	1	-2.09	1	1	0
"S35"	"2019-06-05"	"Sphaerium corneum"	6882	"Bivalvia"	"Sphaeriidae"	"Sphaerium"	4	1	-2.09	1	1	0
"S35"	"2018-06-06"	"Tipulidae Gen. sp."	8487	"Diptera"	"Tipulidae"	"Tipulidae"	4.8	0.5	-0.35	0	1	0
"S35"	"2019-06-05"	"Tubificidae Gen. sp."	7117	"Oligochaeta"	"Tubificidae"	"Tubificidae"	5.6	0.5	-0.93	1	1	0
"S35"	"2018-06-06"	"Dugesia lugubris"	5019	"Turbellaria"	"Dugesiidae"	"Dugesia"	0.8	1	-0.43	1	1	0
"S36"	"2018-06-05"	"Anabolia nervosa"	4300	"Trichoptera"	"Limnephilidae"	"Anabolia"	2.4	1	-0.06	0	0	0
"S36"	"2018-06-05"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	4.8	0.5	-0.25	1	1	1
"S36"	"2018-06-05"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	49.6	0.5	0.02	0	1	0
"S36"	"2018-06-05"	"Bithynia tentaculata"	4462	"Gastropoda"	"Bithyniidae"	"Bithynia"	51.2	1	-1.82	1	1	0
"S36"	"2018-06-05"	"Calopteryx splendens"	4530	"Odonata"	"Calopterygidae"	"Calopteryx"	1.6	2	-0.36	1	1	1
"S36"	"2018-06-05"	"Ceratopogoninae Gen. sp."	10725	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	24.8	0.33	-0.35	1	1	0
"S36"	"2018-06-05"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	29.6	0.42	-0.39	0	1	0
"S36"	"2018-06-05"	"Nebrioporus depressus/elegans"	18467	"Coleoptera"	"Dytiscidae"	"Nebrioporus"	1.6	1	-0.81	0	1	0
"S36"	"2018-06-05"	"Nebrioporus sp."	18475	"Coleoptera"	"Dytiscidae"	"Nebrioporus"	1.6	1	-0.81	0	1	0
"S36"	"2018-06-05"	"Hydroporinae Gen. sp."	18192	"Coleoptera"	"Dytiscidae"	"Hydroporinae"	1.6	1	-0.81	0	1	0
"S36"	"2018-06-05"	"Elmis sp."	17779	"Coleoptera"	"Elmidae"	"Elmis"	29.6	2	-1.15	1	1	0
"S36"	"2018-06-05"	"Elmis maugetii"	17774	"Coleoptera"	"Elmidae"	"Elmis"	2.4	2	-1.15	1	1	0
"S36"	"2018-06-05"	"Serratella ignita"	5131	"Ephemeroptera"	"Ephemerellidae"	"Serratella"	3.2	1	-0.3	1	0	0
"S36"	"2018-06-05"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	8	1	-0.41	1	1	0
"S36"	"2018-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	1180	0.58	0.16	0	1	0
"S36"	"2018-06-05"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	3.2	1	-0.6	1	1	0
"S36"	"2018-06-05"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	10.4	1	-1.03	1	1	0
"S36"	"2018-06-05"	"Hydroptila sp."	5616	"Trichoptera"	"Hydroptilidae"	"Hydroptila"	3.2	0.5	-0.06	1	1	1
"S36"	"2018-06-05"	"Halesus radiatus"	5376	"Trichoptera"	"Limnephilidae"	"Halesus"	5.6	1	-0.06	1	1	1
"S36"	"2018-06-05"	"Stenophylax vibex"	6913	"Trichoptera"	"Limnephilidae"	"Stenophylax"	4	1	-0.06	1	1	1
"S36"	"2018-06-05"	"Eiseniella tetraedra"	5075	"Oligochaeta"	"Lumbricidae"	"Eiseniella"	4.8	0.33	-1.1	1	1	0
"S36"	"2018-06-05"	"Physa fontinalis"	6395	"Gastropoda"	"Physidae"	"Physa"	1.6	1	-1.64	1	1	0
"S36"	"2018-06-05"	"Anisus vortex"	4318	"Gastropoda"	"Planorbidae"	"Anisus"	0.8	1	-1.94	1	1	0
"S36"	"2018-06-05"	"Gyraulus albus"	5354	"Gastropoda"	"Planorbidae"	"Gyraulus"	4	1	-1.94	1	1	0
"S36"	"2018-06-05"	"Polycentropus flavomaculatus flavomaculatus"	6468	"Trichoptera"	"Polycentropodidae"	"Polycentropus"	0.8	1	-0.06	1	1	1
"S36"	"2018-06-05"	"Psychodidae Gen. sp."	8753	"Diptera"	"Psychodidae"	"Psychodidae"	0.8	0.25	-0.35	0	1	0
"S36"	"2018-06-05"	"Psychomyia pusilla"	6661	"Trichoptera"	"Psychomyiidae"	"Psychomyia"	21.6	0.5	-0.06	1	1	1
"S36"	"2018-06-05"	"Rhyacophila obliterata"	6773	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	12	1	-0.06	1	1	1
"S36"	"2018-06-05"	"Sialis lutaria"	6822	"Megaloptera"	"Sialidae"	"Sialis"	1.6	2	-0.06	1	1	1
"S36"	"2018-06-05"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	25.6	0.38	-0.46	1	1	0
"S36"	"2018-06-05"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	15.2	1	-2.09	1	1	0
"S36"	"2018-06-05"	"Tubificidae Gen. sp."	7117	"Oligochaeta"	"Tubificidae"	"Tubificidae"	4	0.5	-0.93	1	1	0
"S37"	"2019-06-05"	"Agapetinae Gen. sp."	19090	"Trichoptera"	"Glossosomatidae"	"Agapetinae"	67.2	0.62	-0.06	1	1	1
"S37"	"2019-06-05"	"Agapetus fuscipes"	4251	"Trichoptera"	"Glossosomatidae"	"Agapetus"	2.4	0.5	-0.06	1	1	1
"S37"	"2019-06-05"	"Agapetus ochripes"	4253	"Trichoptera"	"Glossosomatidae"	"Agapetus"	0.8	0.62	-0.06	1	1	1
"S37"	"2019-06-05"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	9.6	0.5	-0.25	1	1	1
"S37"	"2019-06-05"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	0.8	0.33	-0.35	1	1	0
"S37"	"2019-06-05"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	21.6	0.42	-0.39	0	1	0
"S37"	"2019-06-05"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	9.6	0.42	-0.39	0	1	0
"S37"	"2019-06-05"	"Chironomidae Gen. sp."	4642	"Diptera"	"Chironomidae"	"Chironomidae"	24	0.42	-0.39	0	1	0
"S37"	"2019-06-05"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	54.4	0.42	-0.39	0	1	0
"S37"	"2019-06-05"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	2.4					
"S37"	"2019-06-05"	"Dixa sp."	4989	"Diptera"	"Dixidae"	"Dixa"	0.8	0.5	-0.35	1	1	1
"S37"	"2019-06-05"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	13.6	1	-0.81	0	1	0
"S37"	"2019-06-05"	"Limnius sp."	18419	"Coleoptera"	"Elmidae"	"Limnius"	1.6	2	-1.15	1	1	0
"S37"	"2019-06-05"	"Macronychus sp."	18433	"Coleoptera"	"Elmidae"	"Macronychus"	0.8	2	-1.15	1	1	0
"S37"	"2019-06-05"	"Elmis sp."	17779	"Coleoptera"	"Elmidae"	"Elmis"	4.8	2	-1.15	1	1	0
"S37"	"2019-06-05"	"Limnius opacus"	18417	"Coleoptera"	"Elmidae"	"Limnius"	0.8	2	-1.15	1	1	0
"S37"	"2019-06-05"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	24.8	2	-0.3	1	0	0
"S37"	"2019-06-05"	"Ephemera lineata"	5127	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	46.4	2	-0.3	1	0	0
"S37"	"2019-06-05"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	3.2	1	-0.41	1	1	0
"S37"	"2019-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	564.8	0.58	0.16	0	1	0
"S37"	"2019-06-05"	"Gammarus fossarum"	5288	"Crustacea"	"Gammaridae"	"Gammarus"	408.8	0.58	0.16	0	1	0
"S37"	"2019-06-05"	"Glossiphonia nebulosa"	7725	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	4	1	-0.6	1	1	0
"S37"	"2019-06-05"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	1.6	1	-0.6	1	1	0
"S37"	"2019-06-05"	"Hydropsyche angustipennis ssp."	21230	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S37"	"2019-06-05"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	3.2	1	-1.03	1	1	0
"S37"	"2019-06-05"	"Halesus rubricollis"	5377	"Trichoptera"	"Limnephilidae"	"Halesus"	0.8	1	-0.06	1	1	1
"S37"	"2019-06-05"	"Halesus radiatus"	5376	"Trichoptera"	"Limnephilidae"	"Halesus"	1.6	1	-0.06	1	1	1
"S37"	"2019-06-05"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	59.2	1	-0.06	1	1	1
"S37"	"2019-06-05"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	0.8	1	-0.35	0	1	0
"S37"	"2019-06-05"	"Lype reducta"	5921	"Trichoptera"	"Psychomyiidae"	"Lype"	0.8	0.5	-0.06	1	1	1
"S37"	"2019-06-05"	"Planorbidae Gen. sp."	8748	"Gastropoda"	"Planorbidae"	"Planorbidae"	0.8	1	-1.94	1	1	0
"S37"	"2019-06-05"	"Plectrocnemia conspersa ssp."	21218	"Trichoptera"	"Polycentropodidae"	"Plectrocnemia"	0.8	1	-0.06	1	1	1
"S37"	"2019-06-05"	"Polycentropus irroratus"	6469	"Trichoptera"	"Polycentropodidae"	"Polycentropus"	0.8	1	-0.06	1	1	1
"S37"	"2019-06-05"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	4	1	-1.15	1	1	0
"S37"	"2019-06-05"	"Sericostoma flavicorne/personatum"	9747	"Trichoptera"	"Sericostomatidae"	"Sericostoma"	1.6	1	-0.06	1	0	0
"S37"	"2019-06-05"	"Sialis fuliginosa"	6821	"Megaloptera"	"Sialidae"	"Sialis"	0.8	2	-0.06	1	1	1
"S37"	"2019-06-05"	"Chrysops sp."	9324	"Diptera"	"Tabanidae"	"Chrysops"	0.8	0.75	-0.35	0	0	0
"S37"	"2019-06-05"	"Tubificidae Gen. sp."	7117	"Oligochaeta"	"Tubificidae"	"Tubificidae"	9.6	0.5	-0.93	1	1	0
"S38"	"2019-06-04"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	3.2	0.5	-0.46	1	1	0
"S38"	"2019-06-04"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	65.6	0.5	0.02	0	1	0
"S38"	"2019-06-04"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	15.2	0.5	0.02	0	1	0
"S38"	"2019-06-04"	"Ceratopogoninae/Palpomyiinae Gen. sp."	14768	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae/Palpomyiinae"	57.6	0.33	-0.35	1	1	0
"S38"	"2019-06-04"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	5.6	0.42	-0.39	0	1	0
"S38"	"2019-06-04"	"Orthocladiinae Gen. sp."	6208	"Diptera"	"Chironomidae"	"Orthocladiinae"	11.2	0.42	-0.39	0	1	0
"S38"	"2019-06-04"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	59.2	0.42	-0.39	0	1	0
"S38"	"2019-06-04"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	2.4	0.42	-0.39	0	1	0
"S38"	"2019-06-04"	"Coleoptera Gen. sp."	17645	"Coleoptera"	"Coleoptera"	"Coleoptera"	16	1	-1.15	1	1	0
"S38"	"2019-06-04"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	8					
"S38"	"2019-06-04"	"Diptera Gen. sp."	9353	"Diptera"	"Diptera"	"Diptera"	192					
"S38"	"2019-06-04"	"Elmis maugetii"	17774	"Coleoptera"	"Elmidae"	"Elmis"	0.8	2	-1.15	1	1	0
"S38"	"2019-06-04"	"Ephemeroptera Gen. sp."	8714	"Ephemeroptera"	"Ephemeroptera"	"Ephemeroptera"	64	1	-0.3	1	1	1
"S38"	"2019-06-04"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	2.4	1	-0.41	1	1	0
"S38"	"2019-06-04"	"Erpobdella vilnensis"	5157	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	2.4	1	-0.41	1	1	0
"S38"	"2019-06-04"	"Gammaridae Gen. sp."	10323	"Crustacea"	"Gammaridae"	"Gammaridae"	48	0.58	0.16	0	1	0
"S38"	"2019-06-04"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	175.2	0.58	0.16	0	1	0
"S38"	"2019-06-04"	"Glossiphonia sp."	5310	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	1.6	1	-0.6	1	1	0
"S38"	"2019-06-04"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	2.4	1	-0.06	1	1	1
"S38"	"2019-06-04"	"Limnephilus bipunctatus"	5819	"Trichoptera"	"Limnephilidae"	"Limnephilus"	5.6	1	-0.06	1	1	1
"S38"	"2019-06-04"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	5.6	1	-0.35	0	1	0
"S38"	"2019-06-04"	"Nematoda Gen. sp."	8813	"Nematoda"	"Nematoda"	"Nematoda"	16			1	1	
"S38"	"2019-06-04"	"Oligochaeta Gen. sp."	8736	"Oligochaeta"	"Oligochaeta"	"Oligochaeta"	83.2	0.5	-1.1	1	1	0
"S38"	"2019-06-04"	"Ptychoptera sp."	7492	"Diptera"	"Ptychopteridae"	"Ptychoptera"	5.6	0.75	-0.35	0	1	0
"S38"	"2019-06-04"	"Elodes marginata"	17786	"Coleoptera"	"Scirtidae"	"Elodes"	59.2	1	-1.15	1	1	0
"S38"	"2019-06-04"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	30.4	0.38	-0.46	1	1	0
"S38"	"2019-06-04"	"Dugesia lugubris"	5019	"Turbellaria"	"Dugesiidae"	"Dugesia"	9.6	1	-0.43	1	1	0
"S39"	"2019-06-05"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	1.6	0.5	-0.25	1	1	1
"S39"	"2019-06-05"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	16.8	0.5	0.02	0	1	0
"S39"	"2019-06-05"	"Bithynia tentaculata"	4462	"Gastropoda"	"Bithyniidae"	"Bithynia"	3.2	1	-1.82	1	1	0
"S39"	"2019-06-05"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	20.8	0.33	-0.35	1	1	0
